pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
-1908460,20000000,1371,1392,0.5466,-0.0377,0.267,-0.000138,-0.22,-0.84,dEY2YRK,"ts_scale( opt6_kw1gnhcxpkts, 63 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-4158804,20000000,1303,1299,1.1262,-0.0423,0.4396,-7.5e-05,-0.24,-1.25,rJ91e61,"ts_rank( opt4_365_call_pre_delta30, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-4196518,20000000,1318,1328,1.0672,-0.0427,0.4483,-8e-05,-0.24,-1.22,PwxJolW,"ts_scale( opt4_730_call_pre_delta50, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-4447194,20000000,1301,1295,1.1426,-0.0453,0.4687,-7.9e-05,-0.25,-1.27,edNl52J,"ts_rank( opt4_730_call_pre_delta50, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-4302446,20000000,1416,1267,0.2743,-0.0438,0.4946,-0.000319,-0.26,-0.66,nZm1aGl,"ts_rank( opt4_365_put_strike_delta45, 126 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-4621668,20000000,1410,1274,0.3269,-0.047,0.5012,-0.000288,-0.29,-0.77,R29JbEb,"ts_rank( opt4_547_put_strike_delta50, 126 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-4661782,20000000,1411,1259,0.1859,-0.0474,0.5541,-0.00051,-0.3,-0.59,AgeRLgY,"ts_scale( opt4_call_strikeprice_30d, 126 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-2339243,20000000,1382,1384,0.4982,-0.0462,0.2883,-0.000186,-0.32,-1.05,rJ919P8,"ts_scale( opt6_kw1gnhcxpkts, 126 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-4971796,20000000,1395,1249,0.1938,-0.0506,0.587,-0.000522,-0.32,-0.62,j9o5e7j,"ts_scale( opt4_call_forwardprice_152d, 126 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-4524624,20000000,1364,1316,0.3171,-0.046,0.5029,-0.00029,-0.33,-0.87,ObR183R,"ts_scale( opt4_730_call_strike_delta50, 63 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-4722577,20000000,1393,1288,0.3936,-0.0481,0.5195,-0.000244,-0.34,-0.97,dEY2Kmg,"ts_rank( opt4_730_call_strike_delta50, 63 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-5333394,20000000,1380,1304,0.2609,-0.0543,0.582,-0.000416,-0.39,-0.85,zPgv8kE,"ts_scale( opt4_547_put_strike_delta50, 126 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-5442421,20000000,1398,1285,0.2189,-0.0554,0.6074,-0.000506,-0.4,-0.79,MKdj6Y8,"ts_scale( opt4_365_put_strike_delta45, 126 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-6258230,20000000,1399,1264,0.3068,-0.0637,0.7025,-0.000415,-0.46,-1.0,AgeRLlg,"ts_rank( opt4_call_strikeprice_30d, 63 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-6406956,20000000,1385,1253,0.3139,-0.0652,0.7148,-0.000415,-0.46,-1.02,PwxJoQx,"ts_rank( opt4_call_forwardprice_152d, 63 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-6387380,20000000,1393,1287,0.4252,-0.065,0.6706,-0.000306,-0.49,-1.25,qPOKxLP,"ts_rank( opt4_547_put_strike_delta50, 63 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-6711120,20000000,1400,1267,0.2531,-0.0683,0.754,-0.00054,-0.49,-0.95,KXvKV6k,"ts_scale( opt4_call_strikeprice_30d, 63 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-6577320,20000000,1399,1280,0.3645,-0.0669,0.7141,-0.000367,-0.5,-1.17,veZKAor,"ts_rank( opt4_365_put_strike_delta45, 63 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-6111378,20000000,1349,1320,0.5218,-0.0622,0.6403,-0.000238,-0.5,-1.45,boJY8YN,"ts_scale( opt4_730_call_strike_delta50, 21 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-6566759,20000000,1364,1305,0.6085,-0.0668,0.6835,-0.00022,-0.53,-1.6,boJY8Ml,"ts_rank( opt4_730_call_strike_delta50, 21 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-6577012,20000000,1371,1309,0.347,-0.0669,0.6937,-0.000386,-0.53,-1.2,0exbXRG,"ts_scale( opt4_547_put_strike_delta50, 63 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-7069165,20000000,1385,1256,0.2602,-0.0719,0.7882,-0.000553,-0.53,-1.0,Y28jxeW,"ts_scale( opt4_call_forwardprice_152d, 63 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-6916966,20000000,1388,1291,0.2952,-0.0704,0.7496,-0.000477,-0.56,-1.14,8aVmNRo,"ts_scale( opt4_365_put_strike_delta45, 63 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-7409815,20000000,1301,1273,1.0364,-0.0754,0.758,-0.000146,-0.59,-2.17,edNlQXp,"ts_rank( opt4_730_call_strike_delta50, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-7417321,20000000,1321,1297,0.9626,-0.0755,0.7665,-0.000157,-0.61,-2.17,MKdj0jo,"ts_scale( opt4_730_call_strike_delta50, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-8641108,20000000,1361,1307,0.6568,-0.0879,0.8767,-0.000268,-0.74,-2.01,veZKrka,"ts_rank( opt4_547_put_strike_delta50, 21 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-8416211,20000000,1350,1319,0.5703,-0.0856,0.8542,-0.0003,-0.74,-1.91,3a1MX9e,"ts_scale( opt4_547_put_strike_delta50, 21 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-8990239,20000000,1374,1279,0.445,-0.0915,0.9487,-0.000411,-0.74,-1.63,V2ZvMEY,"ts_scale( opt4_call_strikeprice_30d, 21 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-9339307,20000000,1347,1270,0.5238,-0.095,0.9783,-0.000363,-0.74,-1.74,Q2O1vZG,"ts_rank( opt4_call_forwardprice_152d, 21 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-9223745,20000000,1362,1282,0.5174,-0.0939,0.968,-0.000363,-0.74,-1.73,9a8zGar,"ts_rank( opt4_call_strikeprice_30d, 21 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-9176735,20000000,1360,1267,0.451,-0.0934,0.9679,-0.000414,-0.75,-1.65,ObR1Jld,"ts_scale( opt4_call_forwardprice_152d, 21 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-9061467,20000000,1364,1299,0.587,-0.0922,0.9338,-0.000314,-0.76,-1.92,j9o5aM9,"ts_rank( opt4_365_put_strike_delta45, 21 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-10734860,20000000,1276,1233,0.9903,-0.1092,1.0911,-0.000221,-0.76,-2.29,LgEP8gn,"ts_rank( opt4_call_strikeprice_30d, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-10949086,20000000,1260,1223,0.9944,-0.1114,1.1107,-0.000224,-0.79,-2.35,zPgvrVd,"ts_rank( opt4_call_forwardprice_152d, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-11020397,20000000,1315,1251,0.9316,-0.1121,1.1275,-0.000241,-0.79,-2.29,rJ910LE,"ts_scale( opt4_call_strikeprice_30d, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-9055992,20000000,1364,1302,0.5042,-0.0921,0.9315,-0.000365,-0.8,-1.87,1aOqWjM,"ts_scale( opt4_365_put_strike_delta45, 21 )",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-11230419,20000000,1300,1238,0.9365,-0.1143,1.1483,-0.000244,-0.82,-2.34,EgNZV9L,"ts_scale( opt4_call_forwardprice_152d, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-9833937,20000000,1292,1275,1.0913,-0.1001,0.9844,-0.000183,-0.85,-2.82,R29JbVj,"ts_rank( opt4_547_put_strike_delta50, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-10484395,20000000,1288,1262,1.0425,-0.1067,1.05,-0.000205,-0.86,-2.7,Y28ja9q,"ts_rank( opt4_365_put_strike_delta45, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-9923683,20000000,1314,1302,1.0279,-0.101,0.994,-0.000196,-0.88,-2.82,Q2O1b3Q,"ts_scale( opt4_547_put_strike_delta50, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-10588838,20000000,1318,1281,0.9803,-0.1077,1.0633,-0.00022,-0.89,-2.68,Wa3ElAN,"ts_scale( opt4_365_put_strike_delta45, 5 )",PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
